Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross
Science Fiction,Medium,None,PG,None,Casper,Medium,5/26/1995,55000000,100328194,282300000
Drama,Light,Medium,PG-13,Medium,The Bridges Of Madison County,None,6/2/1995,22000000,71516617,175516617
War Drama,None,Medium,R,Medium,Braveheart,Heavy,5/24/1995,72000000,75545647,209045244
Comic Drama,Light,Medium,R,Medium,The Perez Family,Light,5/12/1995,11000000,2794056,2794056
Action Drama,Heavy,None,R,None,Crimson Tide,Medium,5/12/1995,55000000,91387195,159387195
Action,Heavy,Medium,R,Light,Bad Boys,Heavy,4/7/1995,23000000,65647413,141247413
Drama,Heavy,Heavy,R,None,Kiss Of Death,Heavy,4/21/1995,40000000,14942422,14942422
Action,Medium,Medium,R,Medium,Rob Roy,Heavy,4/7/1995,28000000,31390587,31390587
Western,Heavy,Medium,R,Light,The Wild Bunch,Heavy,6/18/1969,6000000,509424,509424
Science Fiction,Light,Medium,R,None,Tank Girl,Heavy,3/1/1995,25000000,4064333,4064333
Erotic Drama,Light,Heavy,R,Medium,Exotica,Light,9/23/1994,1500000,5046118,5046118
Drama,None,None,PG-13,Medium,Jefferson In Paris,Medium,3/31/1995,14000000,2461628,2461628
Drama,Light,None,R,None,Outbreak,Medium,3/10/1995,50000000,67823573,67823573
Western,Heavy,Light,R,Light,The Quick And The Dead,Heavy,2/10/1995,32000000,18552460,18552460
Martial Arts,Light,None,PG-13,None,Street Fighter,Medium,12/23/1994,35000000,33423000,99423000
Romance Biography,None,None,PG,None,Little Women,None,12/21/1994,15000000,50003303,50003303
Thriller,Heavy,Medium,R,Heavy,Disclosure,None,12/9/1994,55000000,83015089,212200000
Science Fiction,Light,None,PG-13,None,Dungeons And Dragons,Heavy,12/8/2000,35000000,15185241,33771965
Comedy,Heavy,Medium,Not rated,Light,Restless,None,9/16/2011,8000000,163753,2772511
Drama,Light,Light,PG-13,Light,Restless,Medium,9/16/2011,8000000,163753,2772511
Comedy,Heavy,Medium,R,Heavy,Just Looking,Light,10/13/2000,3000000,39852,39852
Comedy,Heavy,Medium,PG-13,Heavy,Nutty Professor Ii: The Klumps,Light,7/28/2000,84000000,123307945,166307945
Film Noir,Heavy,Medium,Not rated by MPAA,Medium,The Woman Chaser,Light,6/23/2000,150000,110719,110719
Fantasy,Light,None,PG,None,Teenage Mutant Ninja Turtles,Medium,8/8/2014,125000000,191204754,485004754
Fantasy,Light,None,PG,None,Teenage Mutant Ninja Turtles,Medium,3/30/1990,13500000,135265915,202000000
Drama,None,None,"No rating, but should be an R",None,The Game,None,9/12/1997,50000000,48265581,80369970
Thriller,None,None,PG,None,The Hunt For Red October,None,3/2/1990,30000000,120709866,200500000
Science-Fiction,None,None,PG-13,None,Tremors,None,1/19/1990,10000000,16667084,16667084
,Light,None,R,None,Glory,Heavy,12/13/1989,18000000,26593580,26593580
Musical Biography,Heavy,Heavy,R,Heavy,The Doors,Medium,3/1/1991,40000000,34416893,34416893
Comedy,Light,None,PG,None,Teenage Mutant Ninja Turtles Ii: The Secret Of The Ooze,Medium,3/22/1991,25000000,78656813,78656813
Horror,Medium,None,R,Light,Warlock,Heavy,1/10/1991,7000000,8824553,8824553
Biker Drama,Heavy,Light,"R (STONE COLD was originally rated NC-17 and cut to an R. Considering all the sex and violence the question arises, Did they really cut it?)",Heavy,Stone Cold,Heavy,5/17/1991,25000000,9286314,9286314
Drama,None,None,PG-13,Light,Spartacus,Medium,10/7/1960,12000000,30000000,60000000
Documentary,Heavy,None,R,Medium,Truth Or Dare,None,4/13/2018,3500000,40717020,92950632
Action,Heavy,None,R,Light,Hudson Hawk,Heavy,5/24/1991,65000000,17218916,17218916
Adventure,Light,Light,PG-13,Light,Robin Hood: Prince Of Thieves,Medium,6/14/1991,50000000,165493908,390500000
Science Fiction,Heavy,None,R,Light,Terminator 2: Judgment Day,Heavy,7/2/1991,100000000,203464105,515419827
Drama,Heavy,None,R,Medium,Boyz N The Hood,Heavy,7/12/1991,6500000,56190094,56200634
Drama,Heavy,None,R,Light,Straight Out Of Brooklyn,Medium,1/1/1991,450000,2712293,2712293
Thriller,Heavy,Light,R,Medium,Point Break,Heavy,12/25/2015,100000000,28782481,128170295
Thriller,Heavy,Light,R,Medium,Point Break,Heavy,7/12/1991,24000000,43218387,83531958
Action,Heavy,Light,R,Medium,Harley Davidson And The Marlboro Man,Heavy,8/23/1991,23000000,7018525,7018525
Drama,None,None,PG-13,None,Return To The Blue Lagoon,None,1/1/1991,11000000,2000000,2000000
Animal,None,None,PG,None,White Fang,None,1/18/1991,14000000,34729091,34729091
Drama,Medium,Light,PG-13,Medium,Proof,None,9/16/2005,20000000,7535331,8284331
Drama,Heavy,Light,R,Medium,Crash,Medium,10/4/1996,10000000,3357324,3357324
Drama,Heavy,Light,R,Medium,Crash,Medium,5/6/2005,7303082,55334418,101173038
Drama,Medium,None,PG-13 for some sexual references and brief language,None,Shall We Dance?,None,10/15/2004,40000000,57887882,118097882
Historical Epic,None,Light,PG-13 for stylized martial arts violence and a scene of sensuality,Light,Hero,Medium,10/2/1992,42000000,19487173,66787173
Animated,Light,None,G,None,The Tigger Movie,Light,2/11/2000,20000000,45542421,96147688
Science fiction comedy,Medium,Light,PG,Light,Galaxy Quest,Medium,12/24/1999,45000000,71423726,90523726
Drama,None,None,R,None,Red,None,10/15/2010,60000000,90380162,196439693
Drama,None,None,R,None,Heavenly Creatures,None,11/16/1994,5000000,3046086,5438120
Science Fiction,None,None,PG,None,Star Trek: Generations,None,11/18/1994,38000000,75671262,120000000
Comedy,None,None,R,None,Bullets Over Broadway,None,10/21/1994,20000000,13383747,13383747
Sports Documentary,None,None,PG-13,None,Hoop Dreams,None,10/14/1994,700000,7768371,11768371
Fantasy Comedy,None,None,PG,None,The Santa Clause,None,11/11/1994,22000000,144833357,189800000
Action Drama,None,None,R,None,Pulp Fiction,None,10/14/1994,8000000,107928762,212928762
Comedy,None,None,NC-17,None,Clerks,None,10/19/1994,27000,3073428,3894240
Science Fiction,None,None,PG-13,None,Stargate,None,10/28/1994,55000000,71565669,196565669
Action Drama,None,None,R,None,The Specialist,None,10/7/1994,45000000,57362581,57362581
Action,None,None,PG-13,None,The River Wild,None,9/30/1994,45000000,46815000,94215000
Drama,Light,Medium,R,Medium,Rapa Nui,Heavy,9/11/1994,20000000,305070,305070
Science-Fiction Action,None,None,R,None,Timecop,None,9/16/1994,28000000,44853581,102053581
Drama,None,None,R,None,The Shawshank Redemption,None,9/23/1994,25000000,28241469,28307092
Biography,None,None,R,None,Ed Wood,None,9/30/1994,18000000,5828466,5828466
Circus adventure,None,None,Motion Picture Code certified,None,The Greatest Show On Earth,Light,1/10/1952,4000000,36000000,36000000
Musical,Light,None,NR,Light,My Fair Lady,None,10/22/1964,17000000,72000000,72070955
Drama,Heavy,Medium,R,Medium,There Goes My Baby,Medium,12/31/1994,10500000,125169,125169
Thriller,None,None,R,None,Killing Zoe,None,8/31/1994,1500000,418953,418953
Comedy,None,None,PG-13,None,The Mask,None,7/29/1994,18000000,119920129,351620129
Action-adventure,Heavy,None,PG-13,None,Clear And Present Danger,Medium,8/3/1994,62000000,122012656,207500000
Action drama,None,None,PG-13,None,The Shadow,None,7/1/1994,40000000,31835600,31835600
Action,None,None,R,None,True Lies,None,7/15/1994,100000000,146282411,365300000
Documentary,Heavy,Heavy,,Light,Woodstock,None,3/26/1970,600000,34505110,34505110
Romantic Thriller,None,None,R,None,Wolf,None,6/17/1994,70000000,65011757,131011757
Comic drama,Medium,Light,PG-13,Light,Forrest Gump,Light,7/6/1994,55000000,330151138,679850637
Action drama,None,None,R,None,Speed,None,6/10/1994,30000000,121248145,283200000
Animated,None,None,G,None,The Lion King,None,6/15/1994,79300000,421785283,986418360
Action,None,None,R,None,Beverly Hills Cop Iii,None,5/25/1994,50000000,42586861,119180938
Comedy,None,None,PG-13,None,Renaissance Man,None,6/3/1994,40000000,24172899,24172899
Horror,None,None,R,None,The Crow,None,10/11/2019,40000000,0,0
Comedy,None,None,PG-13,None,Crooklyn,None,5/13/1994,14000000,13024170,13024170
Drama,None,None,PG-13,None,The Client,None,7/20/1994,45000000,92115211,117615211
Comedy,None,None,PG,None,The Flintstones,None,5/27/1994,45000000,130531208,358500000
Comedy,None,None,PG-13,None,Pcu,None,4/29/1994,9000000,4333569,4333569
Action,None,None,R,None,No Escape,None,8/26/2015,5000000,27288872,42844516
Western,None,None,PG-13,None,Wyatt Earp,None,6/24/1994,63000000,25052000,25052000
Action,None,None,PG,None,3 Ninjas Kick Back,None,5/6/1994,20000000,11744960,11744960
Comedy,Heavy,Medium,R,Heavy,Serial Mom,Heavy,4/13/1994,13000000,7881335,7881335
Comedy,None,None,R,None,Four Weddings And A Funeral,None,3/9/1994,4500000,52700832,242895809
Drama,None,None,R,None,Sugar Hill,None,2/25/1994,10000000,18272447,18423914
Drama,None,None,R,None,The Inkwell,None,4/22/1994,8000000,8864699,8864699
Dramatic comedy,None,None,PG,None,The Hudsucker Proxy,None,3/11/1994,40000000,2816518,14938149
Action,None,None,R,None,On Deadly Ground,None,2/18/1994,50000000,38590458,38590458
Drama,None,None,R,None,Romeo Is Bleeding,None,2/4/1994,10000000,3275585,3275585
Drama,None,None,PG-13,None,Philadelphia,None,12/22/1993,26000000,77324422,201324422
Drama,None,None,PG,None,Shadowlands,None,12/29/1993,22000000,25842377,25842377
Western Drama,None,None,R,None,Tombstone,None,12/25/1993,25000000,56505065,56505065
Horror,Medium,Light,PG-13,Light,The Unborn,Medium,1/9/2009,16000000,42670410,78208812
Horror,Light,Light,PG-13,Light,Twilight,Medium,11/21/2008,37000000,192769854,402280159
Horror,Light,Light,PG-13,Light,Twilight,Medium,3/6/1998,20000000,15055091,15055091
Thriller,Heavy,Light,R,None,The Kingdom,Heavy,9/28/2007,72500000,47467250,86509602
Thriller,Medium,Medium,R,Heavy,Deception,Medium,4/25/2008,25000000,4598506,12850033
Comedy,Heavy,Medium,R,Medium,The Campaign,Medium,8/10/2012,95000000,86907746,104907746
Comedy,Light,None,PG-13,Medium,Hope Springs,None,8/8/2012,30000000,63536011,133085295
Drama,Light,Light,PG,None,The Odd Life Of Timothy Green,None,8/15/2012,40000000,51853450,55249159
Thriller,Heavy,Light,PG-13,None,The Bourne Legacy,Heavy,8/10/2012,125000000,113203870,280355920
Comedy,None,None,PG-13,None,Drop Dead Gorgeous,None,7/23/1999,10000000,10571408,10571408
Comedy,None,None,R,None,American Pie,None,7/9/1999,12000000,101800948,234723148
Thriller,None,None,R,None,Arlington Road,None,7/9/1999,21500000,24419219,24419219
Old Western Sci-Fi,None,None,PG-13,None,Wild Wild West,None,6/30/1999,175000000,113805681,221229335
Horror,None,None,R,None,The Blair Witch Project,None,7/14/1999,600000,140539099,248300000
Horror,None,None,R,None,Lake Placid,None,7/16/1999,27000000,31770413,31770413
Comedy,None,None,PG-13,None,Big Daddy,None,6/25/1999,30000000,163479795,228641283
Comedy,None,None,PG-13,None,An Ideal Husband,None,6/18/1999,10700000,18542974,31341183
Drama,None,None,R,None,The Loss Of Sexual Innocence,None,5/28/1999,4000000,399793,399793
Comedy,None,None,PG-13,None,Austin Powers: The Spy Who Shagged Me,None,6/10/1999,35000000,206040085,312383487
Dramatic Comedy,None,None,R,None,Desert Blue,None,6/4/1999,5000000,99147,99147
Thriller & drama,None,None,R,None,Limbo,None,6/4/1999,8300000,2160710,2598224
Drama,None,None,PG-13,None,The Love Letter,None,5/21/1999,15000000,8322608,9044093
Drama,None,None,PG-13,None,The Love Letter,None,8/18/2015,250000,0,0
Drama,None,None,PG-13,None,Notting Hill,None,5/28/1999,42000000,116089678,363728226
Humorous documentary,None,None,PG,None,Trekkies,None,5/21/1999,375000,617172,617172
Animation,None,None,G,None,Tarzan,None,6/16/1999,145000000,171091819,448191819
Romantic Propaganda,None,None,R,None,Instinct,None,6/4/1999,55000000,34105207,34105207
Crime,None,None,PG-13,None,Entrapment,None,4/30/1999,66000000,87707396,211700000
Drama,None,None,R,None,Pushing Tin,None,4/23/1999,33000000,8408835,8408835
Comedy,None,None,PG-13,None,The Out-Of-Towners,None,4/2/1999,40000000,28544120,28544120
Sci-Fi,None,None,R,None,Existenz,None,4/23/1999,20700000,2840417,2840417
Science Fiction,None,None,R,None,The Matrix,None,3/31/1999,65000000,171479930,463517383
Horror,None,None,R,None,Ravenous,None,3/19/1999,12000000,2062406,2062406
Drama,None,None,R,None,Cruel Intentions,None,3/5/1999,11000000,38230075,75803716
Comedy,None,None,PG-13,None,Edtv,None,3/26/1999,60000000,22508689,35319689
Drama,None,None,R,None,The Corruptor,None,3/12/1999,10000000,15164492,15164492
Comedy,None,None,PG,None,Baby Geniuses,None,3/12/1999,13000000,27151490,27151490
Sci-Fi,None,None,PG-13,None,Wing Commander,None,3/12/1999,30000000,11578022,11578022
Family Drama,None,None,PG-13,None,The Deep End Of The Ocean,None,3/12/1999,40000000,13508635,13508635
Comedy,None,None,R,None,Jawbreaker,None,2/19/1999,3000000,3076820,3076820
Comedy,None,None,R,None,200 Cigarettes,None,2/26/1999,6000000,6852450,6852450
Comedy,None,None,PG-13,None,Simply Irresistible,None,2/5/1999,6000000,4398989,4398989
Comedy,None,None,R,None,Office Space,None,2/19/1999,10000000,10827813,12179708
Comedy,None,None,R,None,Analyze This,None,3/5/1999,30000000,106885658,176885658
Comedy,None,None,PG-13,None,Blast From The Past,None,2/12/1999,35000000,26613620,26613620
Sci-Fi,None,None,PG-13,None,My Favorite Martian,None,2/12/1999,60000000,36850101,36850101
Action,None,None,R,None,Payback,None,2/5/1999,50000000,81526121,161626121
Comedy,None,None,R,None,"Lock, Stock And Two Smoking Barrels",None,3/5/1999,1350000,3897569,28356188
Thriller,None,None,R,None,Gloria,None,1/22/1999,30000000,4167493,4967493
Drama,None,None,PG-13,None,Message In A Bottle,None,2/12/1999,30000000,52880016,52880016
Drama,None,None,R,None,Varsity Blues,None,1/15/1999,16000000,52894169,54294169
Horror,None,None,R,None,In Dreams,None,1/15/1999,30000000,12017369,12017369
Drama,None,None,PG-13,None,At First Sight,None,1/15/1999,40000000,22365133,22365133
Dance drama,None,None,PG,None,Tango,None,2/12/1999,4500000,1687311,5428387
Drama,Light,None,PG,None,The Basket,Light,5/5/2000,1300000,609042,609042
Documentary,Heavy,Light,R,Light,Beyond The Mat,Heavy,10/22/1999,500000,2047570,2047570
Sports,Heavy,Heavy,R,Light,Any Given Sunday,Heavy,12/22/1999,60000000,75530832,100230832
Science Fiction Thriller,Heavy,None,R,None,Sunshine,Heavy,7/20/2007,40000000,3688560,32030610
Drama,Light,None,PG-13,None,Flawless,None,11/24/1999,27000000,4485485,4485485
Musical,Medium,Light,PG-13,Light,Dreamgirls,Light,12/15/2006,75000000,103365956,155708695
Drama,Heavy,None,PG,None,We Are Marshall,Light,12/22/2006,65000000,43545364,43545364
Fantasy,None,None,PG-13,None,The Lord Of The Rings: The Two Towers,Medium,12/18/2002,94000000,342548984,934699645
Action-Adventure,Medium,None,PG-13,Light,Spider-Man,Medium,5/3/2002,139000000,403706375,821706375
Thriller,Heavy,Light,PG-13,Light,The Bourne Identity,Medium,6/14/2002,60000000,121468960,214357371
Drama,Medium,Light,R,Heavy,Notes On A Scandal,Light,12/25/2006,27500000,17510118,50578411
Drama,Medium,Light,PG,None,Rocky Balboa,Medium,12/20/2006,24000000,70269899,156229050
Thriller,Heavy,Light,R,Light,Blood Diamond,Heavy,12/8/2006,100000000,57377916,171377916
Drama,Medium,Light,PG-13,None,The Pursuit Of Happyness,Light,12/15/2006,55000000,162586036,307311093
Science Fiction,None,Light,PG,None,Eragon,Medium,12/15/2006,100000000,75030163,249488115
Comedy,Heavy,Light,PG-13,Light,The Holiday,Light,12/8/2006,85000000,63280000,205190324
Horror Thriller,Heavy,Medium,R,Medium,Turistas,Heavy,12/1/2006,10000000,7027762,14321070
Comedy,Medium,Light,PG,Light,Deck The Halls,Light,11/22/2006,51000000,35093569,46815807
Adventure Thriller,Light,Medium,R,Light,Apocalypto,Heavy,12/8/2006,40000000,50866635,121032272
Thriller,Medium,Light,PG-13,Light,Casino Royale,Heavy,11/17/2006,102000000,167365000,594420283
Thriller,Medium,Light,PG-13,Light,Casino Royale,Heavy,4/28/1967,12000000,22744718,41744718
Drama,Heavy,None,R,Medium,The History Boys,Light,11/21/2006,3700000,2730296,13447998
Film Noir Thriller,Heavy,Medium,R,Medium,The Good German,Medium,12/15/2006,32000000,1308696,6678033
Science Fiction,Light,Light,PG-13,Light,The Fountain,Medium,11/22/2006,35000000,10144010,15461638
Drama,Light,Light,PG-13,Medium,The Painted Veil,Light,12/20/2006,19400000,8060487,15118795
Comedy,Light,None,PG,None,Unaccompanied Minors,Light,12/8/2006,25000000,16655224,21970831
Biblical Epic,None,None,PG,None,The Nativity Story,Light,12/1/2006,35000000,37629831,46309644
Drama,Medium,Light,R,Medium,Come Early Morning,Light,11/10/2006,6000000,119452,119452
Drama,Heavy,Light,R,Light,Bobby,Medium,11/17/2006,14000000,11242801,20597806
Comedy,Heavy,Medium,PG-13,Light,A Good Year,Light,11/10/2006,35000000,7459300,42064105
Urban Thriller,Heavy,Light,R,Light,Harsh Times,Heavy,11/10/2006,2000000,3337931,6225304
Horror,Heavy,Heavy,R,Light,Saw Iii,Heavy,10/27/2006,10000000,80238724,163876815
Family,Light,None,PG,Light,Happy Feet,Medium,11/17/2006,85000000,198000317,385000317
Drama,Medium,Heavy,R,Heavy,Fur: An Imaginary Portrait Of Diane Arbus,None,11/10/2006,16800000,223202,2281089
Comedy,Medium,None,PG-13,Light,For Your Consideration,None,11/17/2006,12000000,5549923,5549923
Comedy,Medium,Light,PG-13,Light,Stranger Than Fiction,Light,11/10/2006,30000000,40435190,53572822
Drama,Medium,Medium,R,Light,Volver,Medium,11/3/2006,9400000,12899867,87226613
Drama,Light,Medium,PG-13,Medium,Marie Antoinette,Light,10/20/2006,40000000,15962471,60862471
Comedy,Heavy,Light,R,Medium,Running With Scissors,Medium,10/20/2006,12000000,6860000,8706701
Drama,Heavy,Heavy,R,Medium,Babel,Heavy,10/27/2006,20000000,34302837,132121212
Psychological Thriller,Light,None,PG-13,Light,The Return,Medium,2/6/2004,15000000,501752,5953886
Drama,Light,None,PG,None,Opal Dream,Light,11/22/2006,9000000,14443,14443
Thriller,Light,Light,PG-13,None,Catch A Fire,Medium,10/27/2006,14000000,4299773,5782198
Biblical Epic,None,None,PG,None,One Night With The King,Light,10/13/2006,20000000,13395961,13725032
Comedy,Medium,None,R,Light,Driving Lessons,Light,10/13/2006,4700000,239962,239962
Historical Drama,Medium,Light,PG-13,Light,Copying Beethoven,Light,11/10/2006,11000000,355968,6586324
Drama,Heavy,Heavy,Not Rated,Heavy,Shortbus,Light,10/4/2006,2000000,1985292,1985292
Drama,Heavy,Heavy,R,Heavy,Little Children,Medium,10/6/2006,14000000,5463019,14121177
Spy Thriller,None,None,PG,None,Alex Rider: Operation Stormbreaker,Medium,10/13/2006,40000000,659210,20722450
Drama,Light,None,PG-13,None,The Queen,None,9/30/2006,15000000,56441711,128885873
Family,None,None,PG,None,Flushed Away,Medium,11/3/2006,149000000,64665672,179357126
Thriller,Light,Light,PG-13,Light,The Prestige,Heavy,10/20/2006,40000000,53089891,104407366
War Drama,Heavy,Light,R,Light,Flags Of Our Fathers,Heavy,10/20/2006,53000000,33602376,63657941
Horror,Light,Light,PG-13,Light,The Grudge 2,Medium,10/13/2006,20000000,39143839,70743839
Action,Heavy,Medium,PG-13,Light,The Marine,Heavy,10/13/2006,15000000,18844784,22165608
Horror,Heavy,Light,R,Light,The Texas Chainsaw Massacre: The Beginning,Heavy,10/6/2006,16000000,39517763,50517763
Thriller,Heavy,Heavy,R,Light,The Departed,Heavy,10/6/2006,90000000,132384315,289660619
Comedy,Medium,Light,PG-13,Light,School For Scoundrels,Medium,9/29/2006,20000000,17807569,17807569
Comedy,Light,None,PG,None,Open Season,Medium,9/29/2006,85000000,85105259,191932158
Comedy,Heavy,None,PG-13,Medium,Employee Of The Month,Light,10/6/2006,10000000,28444855,38364855
Science Fiction Thriller,Medium,Medium,R,Medium,Renaissance,Medium,9/22/2006,18000000,70644,2401413
Documentary,Heavy,Heavy,R,Medium,Jackass: Number Two,Medium,9/22/2006,11000000,72778712,85278712
Drama,Heavy,Light,R,Medium,Infamous,Heavy,10/13/2006,13000000,1151330,2613717
Drama,Heavy,Light,R,Medium,Half Nelson,Light,8/11/2006,700000,2697938,4911725
Western,Medium,Light,PG,None,Flicka,Light,10/20/2006,15000000,21000147,21896367
